职位,薪水,经验,学历,关键词,工作地址
连锁日料店服务员（北京）,6000-8000元,经验不限,学历不限,职位描述日料店日料店兼职、全职服务员！28元/小时！综合月薪5-7K！法定节假日三薪！！   18-48岁，男女不限，有食品健康证优先，短期需做3个月以上！     地点：         1望京万象汇店    2中关村领展店    3房山龙湖店    4银座和谐广场店    5住总万科广场店    6通州领展店    7朝阳合生汇店    8王府井银泰in88店    9悠唐购物中心店   10三里屯太古里店（储备）       ①前厅服务（引导、收银）  ②寿司间  ③热力间    ④切鱼间      ⑤洗碗间            早班8:00-16:00/8:00-18:00     晚班12:00-22:30/14:00-22:30     每天8-9小时，上六休一          无住宿，管餐，薪资28/小时，月结，每月15号发上个月薪资,"工作地点
朝阳区北京朝阳合生汇
查看地图"
北京肯德基总部直招 朝阳区 单店西路 肯德基-全职兼职服务员 就近分配/ 80011025,4001-5000元,经验不限,高中,"职位描述
餐饮服务
洗碗工
客房服务
传菜员
西餐厅服务员
卫生清洁
迎宾
食品健康证（A类）
餐饮服务
肯德基总部直聘全职兼职服务员，肯德基门店就近分配，时间地点你决定，上班全都看心情，欢迎您的加入！
【工作地点】：肯德基门店就近分配，您可以地图搜索您上班方便的肯德基门店
【福利待遇】：
1、肯德基门店就近分配，无试用期，无押金
2、上班员工享受企业内部专享特惠员工餐
3、工作时间灵活，长短期均可，根据您的空闲时间和餐厅需求进行排班，5-8小时均可，月工作175小时享受额外的月度全勤奖
4、法定节假日三倍薪资，全职可享带薪年假、病假、婚假、产假等
5、学生兼职可提供实习证明，体验制度成熟的管理运作模式，有广阔的发展空间，大专学历在毕业前可升迁为储备经理
6、享有高颜值的工作环境，免费提供时尚高颜值制服，全方位开放的中央空调，冬暖夏凉，员工休息室内冰箱，饮水机，微波炉，数字电视，wifi上网一应俱全

职位福利：五险一金、带薪年假、节日福利、弹性工作、夜班津贴、免费培训、兼职全职皆可

职位亮点：餐饮服务卫生清洁宴会服务西餐厅服务","工作地点
北京朝阳区单店西路北口(公交站)
查看地图"
就近分车站乘客指引服务员,4000-5000元,经验不限,高中,"职位描述
全白班
包吃包住
加班补贴
全勤奖金
节日福利
地铁进站口招聘指引服务员包吃住行月休10天（公司免费直招）
入职即签合同明确标注工作时长和新资待遇有保障
待遇。目前在职人员月收入4500-5500包吃住买五险
福利1：上班线路站点就近分配，持工作证免费坐交通工具出行。
福利2：试用期2-3个月
福利3：公司免费提供培训和一年四季统一制服。
免费宿舍（宿舍6~8人/间，卫生间等配套设施齐全）
免费食堂（每天提供中晚2顿饭）
节假日有额外慰问品+3倍工资
获得车站和乘客表扬信均有50-200奖励
查获违禁品按照性质危害程度给予50/次奖励，可累积
月休：上2休1月休10天，可申请加班，上班在岗期间上两个小时休息30分钟，岗位采用轮换制，站坐结合轮流。
工作时间：

早班 6:00-15:00（实际在岗 6.30小时左右）

中班 15:00-23:00左右（实际在岗 6.30小时左右）
第3天正常休假，以此类推
岗位职责：
1、接待乘客的咨询，了解乘客的需求并达成解答；
2、按规定完成各项配合工作；
3、完成上级领导交办的其他任务。
任职资格：
1、高中以上学历；
2、退伍军人和有相关工作经验者优先录取；
3、具有较强的沟通能力及服务意识，吃苦耐劳；
4、年龄18-28岁，身体健康。
【晋升空间】班长-中队长-大队长-督察-副经理-经理
试用期和转正期，均可根据个人表现，择优提拔晋升为班队长管理人员，升职内部晋升待遇优厚，要求懂沟通，责任心和服务意识高
招聘线路：市内就近分配线路
热忱欢迎广大具有实干精神的人才加入到我们的队伍中来发展事业，有意向可直接联系咨询，或投递简历！","工作地点
贵阳观山湖区阅山湖公园地铁站-A口基地人事部免费招聘
查看地图"
接待服务员（地产公司）,5000-7000元,1-3年,高中,职位描述包吃包住五险一金免费工装  岗位职责：  1、负责公司会所对外客户和公司内部接待；  2、客人到来前的各项准备工作，包括餐前水果、摆位等；  3、菜品、酒水上桌等用餐服务；  4、负责会所内部物品的保养维护，清洁等；  5、负责会所内酒仓和仓库的盘点、入库、出库、检查保养工作；    6、辅助前台日常接待，协助行政、后勤相关以及领导安排的其他工作  任职资格：1、年龄20-35岁，有酒店、餐饮服务员或会所接待服务员工作经历；2、有餐饮服务培训经历，懂餐饮服务员操作流程、熟悉餐饮服务礼仪；3、形象端正、性格开朗，身高160cm及以上；4、具有良好的服务意识，反应灵敏，具有良好的服务意识，反应灵敏。工作日包午餐，晚上有接待包晚餐，包住宿（200平小区房，单人单间！），节假日福利、入职即购买社保；月休至少4天以上。,"工作地点
深圳龙岗区美域蓝湾营销中心
查看地图"
服务员转做家政5000➕包吃住,7000-8000元,经验不限,学历不限,"职位描述
包吃包住
岗位丰富
就近安排
服务员转做家政，门槛低上手快，长期招聘，包吃包住。能做的可以直接联系我。
岗位丰富，全城多家门店就近安排。","工作地点
蔡甸区源生爱月嫂育儿嫂(武汉总店)
查看地图"
餐厅服务员,4000-5000元,经验不限,学历不限,"职位描述
中餐厅
火锅店
烧烤店
包吃包住
工龄奖金
节日福利
岗位职责：
1、按时到岗，接受主管分配的任务。
2、做好所辖区域环境、物品设备、餐具用具的卫生清洁工作。
3、做好开餐前的各项准备工作，及时按要求补充各种物品。
4、按照标准和要求，规范摆台，布置餐厅，了解预定及菜品酒水信息。
5、按照餐厅规定的服务标准和程序细心周到地做好各个环节（如迎客、点菜、巡台、起菜、买单、送客等）的对客服务工作。
任职要求：
1.普通话标准。","工作地点
巴音郭楞库尔勒市和与合餐饮管理公司
查看地图"
食堂服务员5000+包吃住+周末休息+节假日休息,5000-6000元,经验不限,学历不限,职位描述中餐厅包吃包住免费工装节日福利加班补贴周末双休  工作内容  主要工作是高峰期打餐，出餐，维护餐台清洁；  给碗筷消毒，擦拭碗筷，摆放餐具；  补齐就餐区消耗品（纸巾，醋，辣椒油等）档口卫生清洁。  薪资待遇：  底薪 4400 - 5200 元，面试定薪，不住宿额外600房补，加班费20元  节假日休息，带薪年假，包吃包住，月休6-8天，到手工资4700-5700,"工作地点
朝阳区阿里巴巴·北京朝阳科技园12
查看地图"
东营百大肯德基兼职服务员J13515,3500-4000元,经验不限,学历不限,"职位描述
西餐厅
奶茶店
咖啡店
五险一金
周末双休
加班补贴
全勤奖金
节日福利
【工作内容】
你将从事：
对客服务类工作：满足顾客需要，给顾客带来完美用餐体验
产品制作类工作：直接参与食品、饮料等多种产品的制作工作，学习国际连锁西餐厅的高标准制作工艺
【招聘对象】
年满18周岁，学生兼职、社会兼职均可
【福利待遇】
1、 有竞争力的工资待遇+补贴
2、 法定节假日3薪；
3、员工折扣餐、集体家族活动、优秀员工奖品奖励；
【发展空间】
服务员→楼面经理→餐厅副经理→更高管理职位..","工作地点
肯德基(百大店)山东省东营市东营区西四路641号一层至二层
查看地图"
攀枝花城区-肯德基兼职服务员-大量招募,90-110元/天,,初中及以下,"职位描述
西餐厅
免费工装
节日福利
免费培训
就近分配
【无押金、免费培训、就近安排、大企业有保障！】
【寒暑假工需要可做完一整个假期，并接受按全职排班！】

【任职要求】：性别不限，身体健康，身份证上年满18-55周岁。
【供班要求】：稳定供班4-6月以上，每周至少可来3天，餐厅会根据业务需要一周排班3-6天。
【工作内容】：柜台点餐、堂食区清洁、后厨备餐(腌制食材、油炸、煎烤、切配等)、餐品制作、厨房清洁、库房整理等，会有专人免费带训不用担心。
【工作时段】
排班制，餐厅因实际营业时间不同，会有部分差异。
早班：07:00-15:00 (供参考）
晚班：15:00-23:00 (供参考）
【福利待遇】
时薪制计薪，多劳多得，约100/天，享受法定节假日加班工资；
工作环境舒适（中央空调、专用员工休息室、微波炉、冰箱等）。","工作地点
东区肯德基(攀枝花万达店)
查看地图"
（J29654）北京肯德基总部直招/朝阳区/ 西大望路肯德基 服务员 就近分配/80011249,4001-5000元,经验不限,高中,职位描述西餐厅加班补贴全勤奖金  肯德基总部直聘全职兼职服务员，肯德基门店就近分配，时间地点你决定，上班全都看心情，欢迎您的加入！  【工作地点】：肯德基门店就近分配，您可以地图搜索您上班方便的肯德基门店  【福利待遇】：  1、肯德基门店就近分配，无试用期，无押金  2、上班员工享受企业内部专享特惠员工餐  3、工作时间灵活，长短期均可，根据您的空闲时间和餐厅需求进行排班，5-8小时均可，月工作180小时享受额外的月度全勤奖  4、学生兼职可提供实习证明，体验制度成熟的管理运作模式，有广阔的发展空间，大专学历在毕业前可升迁为储备经理  5、享有高颜值的工作环境，免费提供时尚高颜值制服，全方位开放的中央空调，冬暖夏凉，员工休息室内冰箱，饮水机，微波炉，数字电视，wifi上网一应俱全职位福利：节日福利、弹性工作、夜班津贴、免费培训、兼职全职皆可  职位亮点：餐饮服务卫生清洁宴会服务西餐厅服务,"工作地点
北京朝阳区大望路
查看地图"
达州-肯德基兼职服务员-就近分配,80-100元/天,经验不限,初中及以下,职位描述西餐厅免费工装节日福利免费培训就近分配   【无押金、免费培训、就近安排、大企业有保障！】  【任职要求】：性别不限，身体健康，身份证上年满18-55周岁。  【供班要求】：稳定供班4-6月以上，每周至少可来3天，餐厅会根据业务需要一周排班3-6天。  【工作内容】：柜台点餐、堂食区清洁、后厨备餐(腌制食材、油炸、煎烤、切配等)、餐品制作、厨房清洁、库房整理等，会有专人免费带训不用担心。  【工作时段】  排班制，餐厅因实际营业时间不同，会有部分差异。  早班：07:00-15:00 (供参考）  晚班：15:00-24:00 (供参考）  【福利待遇】  时薪制计薪，多劳多得，约100/天，享受法定节假日加班工资；  工作环境舒适（中央空调、专用员工休息室、微波炉、冰箱等）。,"工作地点
通川区肯德基(达州和悦广场店)
查看地图"
餐厅服务员,4000-5000元,经验不限,高中,"职位描述
中餐厅
包吃包住
加班补贴
免费工装
全勤奖金
工龄奖金
社保五险
嘿，朋友！我们正在寻找一位热爱餐饮、充满活力的服务员小伙伴，一起为顾客带去美妙的用餐体验！
你的工作将是：
为顾客介绍美味的菜品和适合的酒水；
保持餐厅的整洁和温馨氛围；
听听顾客的声音，及时处理他们的需求和小情绪；
和团队一起参与餐厅的有趣活动。
如果你：
身体健康，笑容满面；
高中及以上学历，对餐饮有浓厚的兴趣；
有过餐饮服务经验最好，如果没有也没关系，我们愿意教你；
善于沟通，应变能力强；
热爱团队工作，有责任心。
那么，还等什么？快来加入我们吧！","工作地点
郑州金水区金水路16号(紫荆山公交站E口步行420米)
查看地图"
